	cancer	sample	D_APOBEC_inRloops	D_APOBEC_outsideRloops
242	LUSC	84e601b7-dfa5-4cd5-9fef-07f03967a0d4	1.0653317961164477e-05	2.1661019786610553e-05
243	LUSC	89c48e53-c8a9-4518-b3b8-509cdcaff52b	5.8269529179849905e-06	1.2475309321085249e-05
244	LUSC	8cf9b32d-3d6f-4898-8c7a-89511b754021	7.41612189561726e-06	9.38344591585951e-06
245	LUSC	935b113e-f5ed-4a07-8e1d-1603daba7f40	6.768682682507817e-06	1.7131080378954238e-05
246	LUSC	9623d295-c23d-4f2f-827c-69f767a26f1f	1.094760851257786e-05	2.1355428636094054e-05
247	LUSC	96dc785c-8417-4813-8d15-c32b22d78b74	1.5832831666040025e-05	3.130811296958234e-05
248	LUSC	a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	2.242494001769981e-05	2.6265858986060128e-05
249	LUSC	a96eddfc-3afb-4bf8-a440-c91778113fbd	1.0653317961164477e-05	2.988501692551041e-05
250	LUSC	abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	6.18010157968105e-06	1.2685028738106373e-05
251	LUSC	ad41f1f3-e38e-4418-9c16-52bca5719f39	4.708648822614133e-06	1.1774247269900342e-05
252	LUSC	b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	4.826365043179487e-06	9.023926915251866e-06
253	LUSC	b88f014e-bc0f-4775-8228-39e0b471c3b0	7.298405675051907e-06	2.1526200161382688e-05
254	LUSC	c48d7f4a-e98a-4077-a749-eb9f56f05b84	7.59269622646529e-06	1.7790198546734918e-05
255	LUSC	d18c6e64-9598-488a-8ab3-3652072f9277	1.1359615284556597e-05	2.2730588813418295e-05
256	LUSC	d2ab2555-7288-47a4-a80c-bf62d65b67b8	5.709236697419637e-06	1.1001281418593907e-05
257	LUSC	d54ca81c-1bcc-41ea-b17a-9f7249ebe9c1	6.18010157968105e-06	1.0309207342424192e-05
258	LUSC	e7ebc6fb-0926-4c8a-a67b-0c6b9c1ffaba	2.636843340663915e-05	3.282708074714963e-05
259	LUSC	e9cb8877-8e83-46c0-93f0-ea20530c9400	2.760445372257536e-05	5.5938160502877684e-05
260	LUSC	ee6cc68e-8d2a-41ee-82c6-0fecdf7e6259	4.414358271200751e-06	9.572193391178523e-06
261	LUSC	efe4d5dd-fffb-41df-ab86-be06cc16646f	2.9429055141338334e-06	9.668065124673894e-06
262	LUSC	fab3d6f4-de1c-4d6c-bdea-ac39a7884657	7.533838116182614e-06	1.2942684021875185e-05
263	LUSC	fb0c6353-a90c-45e2-9355-7cd16cf756ff	2.7133588840313944e-05	4.643787091182069e-05
